FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2021,SEP,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,13,9.902062498
2021,SEP,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,25,2.313354608
2021,SEP,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,4,0.01600556
2021,SEP,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,4,0.044643608
2021,SEP,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,4,0.095482206
2021,SEP,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,33,25.96134937
2021,SEP,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,9,2.438290571
2021,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,118.5524129
2021,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,2,0.042637401
2021,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.006349313
2021,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,40,6.13535452
2021,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,1,0.002028253
2021,SEP,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,9,1.145301451
2021,SEP,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,51,7.881636098
2021,SEP,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,9,1.30368154
2021,SEP,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,4,1.021357567
2021,SEP,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,5,1.890993006
2021,SEP,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,4,1.133220119
2021,SEP,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,1,0.046958462
2021,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,1,0.003968321
2021,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,14,21.4106335
2021,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Methamphetamine,2,0.016270115
2021,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,13,1.496012817
2021,SEP,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Ecstasy,1,0.113758527
2021,SEP,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,1,1.367747873
2021,SEP,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,1,9.171230099
2021,SEP,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,1,0.022046226
2021,SEP,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,13,1.978913356
2021,SEP,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,19,7.082019473
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,8,159.4622942
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,0.000440925
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,9,35.81160324
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,2,9.612154623
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,32,335.2949916
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,17,286.3790233
2021,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,33,12.25276341
2021,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,16,298.3945252
2021,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,4,16.75442643
2021,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,3,0.69624187
2021,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,30,1.326080506
2021,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,15,1577.34053
2021,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,26,10.11965875
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,26,739.5455521
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,47,323.3566735
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,20,166.6899069
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.089948603
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,48,1133.443293
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,141,6580.174017
2021,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,31,55.93539851
2021,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,5,86.55599733
2021,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,18,115.7506242
2021,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,2,1.827852614
2021,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,10,1.373369661
2021,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,29,1579.169088
2021,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,6,3.110766609
2021,SEP,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,0.025794085
2021,SEP,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,1,0.104499112
2021,SEP,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,2,7.520276404
2021,SEP,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,2,0.419208991
2021,SEP,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,1,0.190082562
2021,SEP,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,1,0.00485017
2021,SEP,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,2,4.321060335
2021,SEP,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,2,9.172067856
2021,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Khat (Catha Edulis),1,9.634200849
2021,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,5,0.979954755
2021,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,1,0.046297075
2021,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,8,12.9647
2021,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Fentanyl,1,0.0024
2021,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Heroin,1,0.0284
2021,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,11,80.7145
2021,SEP,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,1,0.0088
2021,SEP,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,565.5825
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Heroin,1,0.0272
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,1,0.0469
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,1,33.4058
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Marijuana,2,0.1124
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,5,0.813
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,3,0.9854
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Heroin,1,0.0022
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,1,0.0015
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,2,0.2011
2021,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,4,550.0474
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,2,0.754
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,0.0573
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,21,171.0495
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,3,2.022
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,2,0.0028
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,11,0.3677
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,5,0.013
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,1,0.2579
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,3,48.7724
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,3,2.5145
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,0.0105
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,4,0.2386
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,14,311.0925
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,2,0.0631
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,5,70.0956
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,1,0.0028
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,4,14.6558
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,1,2.6455
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,28,73.4975
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,14,33.795
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,10,0.9867
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,1,0.0004
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,1,0.0088
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,13,510.293
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0024
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,6,61.3199
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Heroin,1,21.8695
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,43,3242.7806
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,6,8.1034
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,4,4.1506
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,2,10.3862
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,8,32.7358
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,2,8.7765
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,8,0.6216
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,15,178.1089
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,3,0.0048
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,9,0.0356
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Ecstasy,1,0.0011
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,13,69.4512
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,2,2.3241
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,48,99.2658
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,17,97.8875
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,6,1.433
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,3,0.2316
2021,SEP,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,2,38.536
2022,APR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Ecstasy,1,0.000220462
2022,APR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Fentanyl,1,1.199314705
2022,APR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Lsd,2,1.254430271
2022,APR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,5,0.296102864
2022,APR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,4,5.905434427
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,2,0.319229355
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,8,0.410721194
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,2,0.013227736
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Heroin,1,0.007495717
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,3,11.60513347
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),2,242.5966731
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,40,304.0361325
2022,APR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,63,131.748358
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,32,102.7021022
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,29,9.002598515
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,17,4.565420706
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,4,24.38731496
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,38,91.64578753
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),70,2217.670899
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,6,0.015763052
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,203,1517.976657
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,33,634.953956
2022,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,257,384.9851792
2022,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,1,0.000132277
2022,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,1,0.002425085
2022,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,2,13.89000436
2022,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,22,13.78325653
2022,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,2,85.89297912
2022,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,39,35.00938516
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,7,10.35092366
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,5,17.22251191
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Heroin,1,0.023589462
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,8,111.2060151
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,36,418.9887053
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,20,99.67782298
2022,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,125,240.5280757
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,43,556.4811194
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,11,4.52772166
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Heroin,1,0.024250849
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,12,24.0418506
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,3,0.028880556
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,76,555.1298841
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,7,2.855206755
2022,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,720,695.9380947
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,9,89.48166383
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,1,0.02733732
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,1,1.459460174
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,4,12.19222448
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,5,14.55888686
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,1,0.026014547
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,27,364.4891555
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,15,289.5366161
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,53,626.9380584
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,4,39.71695993
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,10,18.19230335
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.006613868
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,2,7.389233635
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,10,67.71341849
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),9,8837.060016
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,6,0.058907516
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,75,101.8238247
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,6,28.78355293
2022,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,1390,1340.218398
2022,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,25.08860542
2022,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,17,1.489266672
2022,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,11,0.734514118
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,5,2.710142587
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,2,0.057055633
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,24,38.07943239
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,15,159.1287789
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,17,4.899376941
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,13,3726.439222
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.001543236
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Lsd,1,0.000220462
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,111,663.670268
2022,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,2,0.72223437
2022,APR,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Khat (Catha Edulis),1,823.4265486
2022,APR,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,40,3.587185557
2022,APR,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Methamphetamine,1,0.000881849
2022,APR,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,29,13.09545836
2022,APR,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Fentanyl,1,0.210761922
2022,APR,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,23,0.740179998
2022,APR,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,2,0.002910102
2022,APR,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,1,0.009259415
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,2,0.006172943
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,3,0.015652821
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Fentanyl,11,2.461681617
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ketamine,1,23.23672241
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,62,2834.473823
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,4,1.326741893
2022,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,22,15.52777441
2022,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,4,0.007275255
2022,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,42,8.349390879
2022,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,3,0.610261587
2022,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,13,1.269311473
2022,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,1,0.013889123
2022,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Fentanyl,1,0.002491224
2022,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Heroin,1,0.021605302
2022,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,58,6.880208319
2022,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,5,0.032892969
2022,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,11,2.46289416
2022,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Cocaine,1,2.579408465
2022,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,4,0.840402143
2022,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,4,7.715958708
2022,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Ecstasy,5,0.06724099
2022,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Fentanyl,8,0.749792153
2022,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Ketamine,2,0.010361726
2022,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Lsd,2,0.003306934
2022,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,8,9.758762027
2022,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,6,0.413587204
2022,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Cocaine,1,0.007716179
2022,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ketamine,1,1.096006089
2022,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Khat (Catha Edulis),3,131.0648148
2022,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,12,8.230186934
2022,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Methamphetamine,1,0.009942848
2022,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,14,3.484957207
2022,APR,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,3,0.502653957
